Origin,Destination,Flight Number,Departure Time,Arrival Time,Flight Time,Routing,Days Of Operations,Connection Flight No,Effective From,EffectiveTo
Goa,Ranchi,G8 332,13:15,18:25,05:10,Via BOM,Daily,G8 387,45026,45034
Goa,Ranchi,G8 381,06:40,18:25,11:45,Via BOM,Daily,G8 387,45029,45034
Goa,Ranchi,G8 381,06:40,16:50,10:10,Via BOM,Daily,G8 387,45035,45035
Goa,Ranchi,G8 332,13:15,18:25,05:10,Via BOM,Daily,G8 387,45033,45041
Goa,Ranchi,G8 381,06:40,18:25,11:45,Via BOM,Daily,G8 387,45036,45041
Goa,Ranchi,G8 381,06:40,16:50,10:10,Via BOM,Daily,G8 387,45042,45042
Goa,Ranchi,G8 332,13:15,18:25,05:10,Via BOM,Daily,G8 387,45040,45047
Goa,Ranchi,G8 381,06:40,18:25,11:45,Via BOM,Daily,G8 387,45043,45047
Goa,Srinagar,G8 380,00:05,14:20,14:15,Via BOM,Su,G8 287,45032,45032
Goa,Srinagar,G8 381,06:40,14:20,07:40,Via BOM,Su,G8 287,45032,45032
Goa,Srinagar,G8 380,00:05,14:20,14:15,Via BOM,Su,G8 287,45046,45046
Goa,Srinagar,G8 381,06:40,14:20,07:40,Via BOM,Su,G8 287,45046,45046
Goa,Srinagar,G8 285,17:25,06:45,13:20,Via DEL,Daily,G8 190,45024,45226
Goa,Varanasi,G8 286,13:50,18:35,04:45,Via BLR,Daily,G8 407,45024,45027
Goa,Varanasi,G8 286,13:50,19:45,05:55,Via BLR,Daily,G8 407,45026,45028
Goa,Varanasi,G8 380,00:05,14:55,14:50,Via BOM,Daily,G8 349,45024,45047
Goa,Varanasi,G8 381,06:40,14:55,08:15,Via BOM,Daily,G8 349,45024,45047
Goa-New Goa,Ahmedabad,G8 2125,14:15,19:30,05:15,Via BLR,"M,Tu,Th,F,Su",G8 803,45029,45030
Goa-New Goa,Ahmedabad,G8 2125,14:15,19:30,05:15,Via BLR,"M,Tu,Th,F,Sa,Su",G8 803,45031,45046
Goa-New Goa,Bengaluru,G8 2125,14:15,15:30,01:15,Non Stop,"M,Tu,Th,F,Sa,Su",-,45024,45227
Goa-New Goa,Bengaluru,G8 2125,15:45,17:05,01:20,Non Stop,W,-,45024,45227
Goa-New Goa,Chandigarh,G8 956,20:30,23:10,02:40,Non Stop,Daily,-,45024,45227
Goa-New Goa,Delhi,G8 2125,15:45,08:00,16:15,Via BLR,W,G8 116,45024,45226
Goa-New Goa,Delhi,G8 2125,15:45,00:20,08:35,Via BLR,W,G8 118,45024,45227
Goa-New Goa,Delhi,G8 2125,14:15,00:20,10:05,Via BLR,"M,Tu,Th,F,Sa,Su",G8 118,45024,45227
Goa-New Goa,Hyderabad,G8 2123,10:35,11:50,01:15,Non Stop,Daily,-,45024,45227
Goa-New Goa,Jaipur,G8 952,09:55,12:05,02:10,Non Stop,Daily,-,45024,45227
Goa-New Goa,Kochi,G8 2125,14:15,18:15,04:00,Via BLR,"M,Tu,Th,F,Sa,Su",G8 542,45024,45027
Goa-New Goa,Kochi,G8 2125,14:15,17:40,03:25,Via BLR,"M,Tu,Th,F,Sa,Su",G8 542,45028,45227
Goa-New Goa,Nagpur,G8 953,16:00,17:50,01:50,Non Stop,Daily,-,45024,45227
Goa-New Goa,Patna,G8 2125,15:45,07:35,15:50,Via BLR,W,G8 873,45024,45050
Goa-New Goa,Pune,G8 2125,14:15,20:00,05:45,Via BLR,"M,Tu,Th,F,Sa,Su",G8 241,45024,45227
Goa-New Goa,Pune,G8 2125,15:45,20:00,04:15,Via BLR,W,G8 241,45024,45227
Goa-New Goa,Varanasi,G8 2125,14:15,19:45,05:30,Via BLR,"M,Tu,Th,F,Sa,Su",G8 407,45028,45028
Guwahati,Abu Dhabi,G8 3149,10:05,21:45,13:10,Via DEL,Daily,G8 75,45024,45227
Guwahati,Ahmedabad,G8 152,15:35,07:25,15:50,Via DEL,Daily,G8 719,45040,45226
Guwahati,Ahmedabad,G8 152,15:35,21:45,06:10,Via DEL,Daily,G8 713,45024,45227
Guwahati,Ahmedabad,G8 3149,10:05,18:35,08:30,Via DEL,Daily,G8 717,45024,45227
Guwahati,Ahmedabad,G8 3149,10:05,21:45,11:40,Via DEL,Daily,G8 713,45024,45227
Guwahati,Bangkok,G8 152,15:35,13:45,20:40,Via DEL,"M,W,F",G8 37,45026,45030
Guwahati,Bangkok,G8 152,15:35,13:45,20:40,Via DEL,"M,Tu,W,F",G8 37,45033,45040
Guwahati,Bangkok,G8 152,15:35,13:45,20:40,Via DEL,"W,F",G8 37,45042,45044
Guwahati,Bengaluru,G8 152,15:35,08:25,16:50,Via DEL,Daily,G8 113,45024,45050
Guwahati,Bengaluru,G8 152,15:35,23:20,07:45,Via DEL,Daily,G8 119,45024,45227
Guwahati,Bengaluru,G8 3149,10:05,23:20,13:15,Via DEL,Daily,G8 119,45024,45227
Guwahati,Delhi,G8 152,15:35,18:10,02:35,Non Stop,Daily,-,45024,45227
Guwahati,Delhi,G8 3149,10:05,12:45,02:40,Non Stop,Daily,-,45024,45227
Guwahati,Hyderabad,G8 152,15:35,23:10,07:35,Via DEL,Daily,G8 422,45024,45227
Guwahati,Hyderabad,G8 3149,10:05,23:10,13:05,Via DEL,Daily,G8 422,45024,45227
Guwahati,Leh,G8 152,15:35,06:15,14:40,Via DEL,Daily,G8 205,45024,45050
Guwahati,Leh,G8 152,15:35,07:40,16:05,Via DEL,"M,Th,Sa",G8 6001,45024,45225
Guwahati,Leh,G8 152,15:35,07:00,15:25,Via DEL,Daily,G8 357,45024,45226
Guwahati,Mumbai,G8 152,15:35,01:00,09:25,Via DEL,Daily,G8 354,45024,45040
Guwahati,Mumbai,G8 3149,10:05,01:00,14:55,Via DEL,Daily,G8 354,45024,45040
Guwahati,Mumbai,G8 3149,10:05,16:15,06:10,Via DEL,Daily,G8 336,45024,45047
Guwahati,Mumbai,G8 152,15:35,04:50,13:15,Via DEL,Daily,G8 2501,45024,45226
Guwahati,Mumbai,G8 152,15:35,01:00,09:25,Via DEL,Daily,G8 354,45046,45227
Guwahati,Mumbai,G8 3149,10:05,20:55,10:50,Via DEL,Daily,G8 323,45024,45227
Guwahati,Mumbai,G8 3149,10:05,01:00,14:55,Via DEL,Daily,G8 354,45046,45227
Guwahati,Nagpur,G8 3149,10:05,19:30,09:25,Via DEL,Daily,G8 2519,45024,45227
Guwahati,Phuket,G8 152,15:35,13:45,20:40,Via DEL,"Tu,Th,Sa,Su",G8 73,45024,45029
Guwahati,Phuket,G8 152,15:35,13:45,20:40,Via DEL,"Th,Sa,Su",G8 73,45031,45039
Guwahati,Phuket,G8 152,15:35,13:45,20:40,Via DEL,"Tu,Th,Sa",G8 73,45041,45045
Guwahati,Phuket,G8 152,15:35,13:45,20:40,Via DEL,"Tu,Th,Su",G8 73,45046,45050
Guwahati,Pune,G8 3149,10:05,20:35,10:30,Via DEL,Daily,G8 171,45024,45034
Guwahati,Pune,G8 3149,10:05,20:35,10:30,Via DEL,W,G8 171,45035,45035
Guwahati,Pune,G8 3149,10:05,20:35,10:30,Via DEL,Daily,G8 171,45033,45046
Guwahati,Pune,G8 152,15:35,22:05,06:30,Via DEL,Daily,G8 275,45024,45227
Guwahati,Pune,G8 3149,10:05,22:05,12:00,Via DEL,Daily,G8 275,45024,45227
Guwahati,Pune,G8 3149,10:05,19:05,09:00,Via DEL,Daily,G8 2513,45024,45227
Guwahati,Ranchi,G8 3149,10:05,19:25,09:20,Via DEL,"W,F,Sa,Su",G8 167,45024,45025
Guwahati,Ranchi,G8 3149,10:05,20:30,10:25,Via DEL,Daily,G8 167,45026,45029
Guwahati,Ranchi,G8 3149,10:05,20:30,10:25,Via DEL,"M,Tu,Th",G8 167,45031,45036
Guwahati,Ranchi,G8 3149,10:05,19:25,09:20,Via DEL,"W,F,Sa,Su",G8 167,45030,45039
Guwahati,Ranchi,G8 3149,10:05,20:30,10:25,Via DEL,Daily,G8 167,45040,45043
Guwahati,Ranchi,G8 3149,10:05,19:25,09:20,Via DEL,"F,Sa,Su",G8 167,45044,45046
Guwahati,Srinagar,G8 3149,10:05,15:15,05:10,Via DEL,"F,Sa,Su",G8 199,45024,45031
Guwahati,Srinagar,G8 3149,10:05,15:15,05:10,Via DEL,"M,Tu,W,Th",G8 199,45024,45031
Guwahati,Srinagar,G8 3149,10:05,15:15,05:10,Via DEL,Daily,G8 199,45033,45045
Guwahati,Srinagar,G8 3149,10:05,17:15,07:10,Via DEL,"M,Tu,W,Th",G8 187,45024,45046
Guwahati,Srinagar,G8 152,15:35,06:45,15:10,Via DEL,Daily,G8 190,45024,45226
Hyderabad,Abu Dhabi,G8 424,04:30,21:45,18:45,Via DEL,Daily,G8 75,45024,45046
Hyderabad,Bagdogra,G8 424,04:30,15:45,11:15,Via DEL,Daily,G8 157,45024,45046
Hyderabad,Delhi,G8 424,04:30,06:40,02:10,Non Stop,Daily,-,45024,45046
Hyderabad,Goa,G8 424,04:30,13:20,08:50,Via DEL,Daily,G8 286,45024,45046
Hyderabad,Goa-New Goa,G8 2124,12:30,13:45,01:15,Non Stop,"M,Tu,Th,F,Sa,Su",-,45024,45227
Hyderabad,Goa-New Goa,G8 2124,14:00,15:15,01:15,Non Stop,W,-,45024,45227
Hyderabad,Guwahati,G8 424,04:30,14:55,10:25,Via DEL,Daily,G8 151,45024,45046
Hyderabad,Jammu,G8 424,04:30,14:10,09:40,Via DEL,"M,Tu,Th,F,Sa,Su",G8 697,45024,45046
Hyderabad,Leh,G8 424,04:30,11:45,07:15,Via DEL,Sa,G8 221,45024,45046
Hyderabad,Leh,G8 424,04:30,10:50,06:20,Via DEL,"M,Tu,W,Th,F,Su",G8 221,45024,45046
Hyderabad,Leh,G8 424,04:30,09:50,05:20,Via DEL,Daily,G8 225,45024,45046
Hyderabad,Leh,G8 424,04:30,10:00,05:30,Via DEL,M,G8 6001,45024,45046
Hyderabad,Nagpur,G8 424,04:30,19:30,15:00,Via DEL,Daily,G8 2519,45024,45046
Hyderabad,Patna,G8 424,04:30,10:40,06:10,Via DEL,Daily,G8 2511,45024,45046
Hyderabad,Pune,G8 424,04:30,20:35,16:05,Via DEL,Daily,G8 171,45024,45034
Hyderabad,Pune,G8 424,04:30,20:35,16:05,Via DEL,W,G8 171,45035,45035
Hyderabad,Pune,G8 424,04:30,20:35,16:05,Via DEL,Daily,G8 171,45033,45046
Hyderabad,Pune,G8 424,04:30,12:25,07:55,Via DEL,"M,Tu,W,Th,F,Su",G8 173,45024,45046
Hyderabad,Pune,G8 424,04:30,19:05,14:35,Via DEL,Daily,G8 2513,45024,45046
Hyderabad,Ranchi,G8 424,04:30,19:25,14:55,Via DEL,"W,F,Sa,Su",G8 167,45024,45025
Hyderabad,Ranchi,G8 424,04:30,19:25,14:55,Via DEL,"W,F,Sa,Su",G8 167,45030,45039
Hyderabad,Ranchi,G8 424,04:30,19:25,14:55,Via DEL,"F,Sa,Su",G8 167,45044,45046
Hyderabad,Ranchi,G8 424,04:30,14:55,10:25,Via DEL,Daily,G8 237,45024,45046
Hyderabad,Srinagar,G8 424,04:30,13:25,08:55,Via DEL,Daily,G8 213,45024,45031
Hyderabad,Srinagar,G8 424,04:30,15:15,10:45,Via DEL,Daily,G8 199,45024,45031
Hyderabad,Srinagar,G8 424,04:30,13:25,08:55,Via DEL,"M,Tu,Th,F,Sa",G8 213,45033,45034
Hyderabad,Srinagar,G8 424,04:30,13:25,08:55,Via DEL,"W,Su",G8 213,45032,45035
Hyderabad,Srinagar,G8 424,04:30,13:25,08:55,Via DEL,Daily,G8 213,45033,45045
Hyderabad,Srinagar,G8 424,04:30,15:15,10:45,Via DEL,Daily,G8 199,45033,45045
Hyderabad,Srinagar,G8 424,04:30,12:00,07:30,Via DEL,"Th,Su",G8 6201,45024,45046
Hyderabad,Srinagar,G8 424,04:30,12:25,07:55,Via DEL,"Tu,F",G8 6201,45024,45046
Hyderabad,Srinagar,G8 424,04:30,13:25,08:55,Via DEL,Daily,G8 213,45046,45046
Hyderabad,Srinagar,G8 424,04:30,17:15,12:45,Via DEL,"M,Tu,W,Th",G8 187,45024,45046
Hyderabad,Srinagar,G8 424,04:30,10:55,06:25,Via DEL,Daily,G8 191,45024,45046
Jaipur,Amritsar,G8 2608,23:00,07:55,08:55,Via BOM,Daily,G8 2411,45024,45030
Jaipur,Amritsar,G8 2608,23:00,11:00,12:00,Via BOM,Daily,G8 2411,45026,45031
Jaipur,Amritsar,G8 2608,23:00,07:55,08:55,Via BOM,"M,Tu,W,F,Su",G8 2411,45032,45035
Jaipur,Amritsar,G8 2608,23:00,07:55,08:55,Via BOM,"M,Tu,W,Th,F,Su",G8 2411,45036,45044
Jaipur,Amritsar,G8 2608,23:00,11:00,12:00,Via BOM,Sa,G8 2411,45038,45045
Jaipur,Amritsar,G8 2608,23:00,07:55,08:55,Via BOM,"Tu,W,Th,Su",G8 2411,45046,45050
Jaipur,Bangkok,G8 2608,23:00,11:05,10:35,Via BOM,"Tu,Th,Su",G8 25,45024,45045
Jaipur,Bangkok,G8 2608,23:00,11:05,10:35,Via BOM,Daily,G8 25,45040,45046
Jaipur,Bengaluru,G8 3122,09:35,12:05,02:30,Non Stop,Daily,-,45026,45030
Jaipur,Bengaluru,G8 3122,09:35,12:05,02:30,Non Stop,"M,Tu,W,Th,Sa,Su",-,45031,45036
Jaipur,Bengaluru,G8 3122,09:35,12:05,02:30,Non Stop,Daily,-,45033,45046
Jaipur,Bengaluru,G8 2608,23:00,07:45,08:45,Via BOM,Daily,G8 317,45024,45226
Jaipur,Chandigarh,G8 2608,23:00,11:15,12:15,Via BOM,"M,Tu,W,Th,F,Su",G8 381,45024,45046
Jaipur,Chennai,G8 2608,23:00,07:40,08:40,Via BOM,"M,Tu,W,Th,F,Su",G8 305,45025,45030
Jaipur,Chennai,G8 2608,23:00,07:40,08:40,Via BOM,Su,G8 305,45032,45032
Jaipur,Chennai,G8 2608,23:00,07:40,08:40,Via BOM,Daily,G8 305,45033,45037
Jaipur,Chennai,G8 2608,23:00,07:40,08:40,Via BOM,Sa,G8 305,45038,45038
Jaipur,Chennai,G8 2608,23:00,07:40,08:40,Via BOM,"M,Tu,W,Th,F,Su",G8 305,45038,45045
Jaipur,Chennai,G8 2608,23:00,07:40,08:40,Via BOM,Su,G8 305,45046,45046
Jaipur,Delhi,G8 3122,09:35,00:20,14:45,Via BLR,Daily,G8 118,45026,45030
Jaipur,Delhi,G8 3122,09:35,00:20,14:45,Via BLR,"M,Tu,W,Th,Sa,Su",G8 118,45031,45036
Jaipur,Delhi,G8 3122,09:35,00:20,14:45,Via BLR,Daily,G8 118,45033,45046
Jaipur,Goa,G8 3122,09:35,16:55,07:20,Via BLR,Daily,G8 285,45026,45030
Jaipur,Goa,G8 3122,09:35,16:55,07:20,Via BLR,"M,Tu,W,Th,Sa,Su",G8 285,45031,45036
Jaipur,Goa,G8 2608,23:00,12:45,13:45,Via BOM,Daily,G8 331,45024,45046
Jaipur,Goa,G8 3122,09:35,16:55,07:20,Via BLR,Daily,G8 285,45033,45046
Jaipur,Goa,G8 2608,23:00,06:10,07:10,Via BOM,Daily,G8 575,45024,45226
Jaipur,Goa-New Goa,G8 953,12:35,15:15,02:40,Non Stop,Daily,-,45024,45227
Jaipur,Kochi,G8 3122,09:35,17:40,08:05,Via BLR,"M,Tu,Th,F,Sa,Su",G8 542,45029,45030
Jaipur,Kochi,G8 3122,09:35,18:50,09:15,Via BLR,W,G8 542,45035,45035
Jaipur,Kochi,G8 3122,09:35,17:40,08:05,Via BLR,"M,Tu,Th,Sa,Su",G8 542,45031,45036
Jaipur,Kochi,G8 3122,09:35,18:50,09:15,Via BLR,W,G8 542,45042,45042
Jaipur,Kochi,G8 2608,23:00,09:30,10:30,Via BOM,Daily,G8 347,45024,45046
Jaipur,Kochi,G8 3122,09:35,17:40,08:05,Via BLR,"M,Tu,Th,F,Sa,Su",G8 542,45037,45046
Jaipur,Lucknow,G8 3122,09:35,17:15,07:40,Via BLR,Daily,G8 808,45026,45030
Jaipur,Lucknow,G8 3122,09:35,17:15,07:40,Via BLR,"M,Tu,W,Th,Sa,Su",G8 808,45031,45036
Jaipur,Lucknow,G8 2608,23:00,12:45,13:45,Via BOM,Daily,G8 306,45024,45046
Jaipur,Lucknow,G8 3122,09:35,17:15,07:40,Via BLR,Daily,G8 808,45033,45046
Jaipur,Mumbai,G8 2608,23:00,00:55,01:55,Non Stop,Daily,-,45024,45227
Jaipur,Nagpur,G8 2608,23:00,07:45,08:45,Via BOM,"Tu,W,F,Sa,Su",G8 2601,45024,45226
Jaipur,Nagpur,G8 2608,23:00,08:15,09:15,Via BOM,"M,Th",G8 2601,45024,45226
Jaipur,Nagpur,G8 953,12:35,17:50,05:15,Via GOX,Daily,G8 953,45024,45227
Jaipur,Patna,G8 2608,23:00,12:55,13:55,Via BOM,Daily,G8 351,45024,45046
Jaipur,Phuket,G8 2608,23:00,11:15,10:45,Via BOM,"M,W,F,Sa",G8 21,45025,45029
Jaipur,Phuket,G8 2608,23:00,11:15,10:45,Via BOM,Daily,G8 21,45026,45031
Jaipur,Phuket,G8 2608,23:00,11:15,10:45,Via BOM,"M,W,F,Sa",G8 21,45032,45043
Jaipur,Phuket,G8 2608,23:00,11:15,10:45,Via BOM,Daily,G8 21,45040,45045
Jaipur,Phuket,G8 2608,23:00,11:15,10:45,Via BOM,"M,W,F,Sa",G8 21,45046,45050
Jaipur,Pune,G8 3122,09:35,20:00,10:25,Via BLR,Daily,G8 241,45026,45030
Jaipur,Pune,G8 3122,09:35,20:00,10:25,Via BLR,"M,Tu,W,Th,Sa,Su",G8 241,45031,45036
Jaipur,Pune,G8 3122,09:35,20:00,10:25,Via BLR,Daily,G8 241,45033,45046
Jaipur,Srinagar,G8 2608,23:00,14:20,15:20,Via BOM,Sa,G8 287,45031,45031
Jaipur,Srinagar,G8 2608,23:00,14:20,15:20,Via BOM,Sa,G8 287,45045,45045
Jaipur,Srinagar,G8 2608,23:00,13:30,14:30,Via BOM,Sa,G8 287,45046,45052
Jaipur,Varanasi,G8 3122,09:35,18:05,08:30,Via BLR,Daily,G8 407,45026,45030
Jaipur,Varanasi,G8 3122,09:35,18:05,08:30,Via BLR,"M,Tu,W,Th,Sa,Su",G8 407,45031,45036
Jaipur,Varanasi,G8 3122,09:35,18:05,08:30,Via BLR,Daily,G8 407,45033,45039
Jaipur,Varanasi,G8 3122,09:35,17:40,08:05,Via BLR,Daily,G8 407,45040,45040
Jaipur,Varanasi,G8 3122,09:35,17:40,08:05,Via BLR,Th,G8 407,45043,45043
Jaipur,Varanasi,G8 2608,23:00,14:55,15:55,Via BOM,Daily,G8 349,45024,45046
Jaipur,Varanasi,G8 3122,09:35,18:05,08:30,Via BLR,"M,Tu,W,F,Sa,Su",G8 407,45041,45046
Jammu,Abu Dhabi,G8 196,14:50,21:45,08:25,Via DEL,"M,Tu,Th,F,Sa,Su",G8 75,45024,45227
Jammu,Abu Dhabi,G8 204,09:55,21:45,13:20,Via DEL,Daily,G8 75,45024,45227
Jammu,Ahmedabad,G8 197,15:20,21:45,06:25,Via DEL,"F,Sa,Su",G8 713,45025,45031
Jammu,Ahmedabad,G8 197,15:20,21:45,06:25,Via DEL,"F,Sa,Su",G8 713,45037,45045
Jammu,Ahmedabad,G8 196,14:50,21:45,06:55,Via DEL,"M,Tu,Th,F,Sa,Su",G8 713,45024,45227
Jammu,Ahmedabad,G8 204,09:55,18:35,08:40,Via DEL,Daily,G8 717,45024,45227
Jammu,Ahmedabad,G8 204,09:55,21:45,11:50,Via DEL,Daily,G8 713,45024,45227
Jammu,Bagdogra,G8 204,09:55,15:45,05:50,Via DEL,Daily,G8 157,45024,45227
Jammu,Bengaluru,G8 197,15:20,23:20,08:00,Via DEL,"F,Sa,Su",G8 119,45025,45031
Jammu,Bengaluru,G8 197,15:20,23:20,08:00,Via DEL,"F,Sa,Su",G8 119,45037,45045
Jammu,Bengaluru,G8 196,14:50,23:20,08:30,Via DEL,"M,Tu,Th,F,Sa,Su",G8 119,45024,45227
Jammu,Bengaluru,G8 204,09:55,23:20,13:25,Via DEL,Daily,G8 119,45024,45227
Jammu,Chandigarh,G8 287,13:50,17:00,03:10,Via SXR,"M,Tu,W,Th",G8 199,45024,45031
Jammu,Chandigarh,G8 287,13:50,17:00,03:10,Via SXR,"M,Tu,W,Th",G8 199,45033,45045
Jammu,Delhi,G8 197,15:20,17:10,01:50,Non Stop,"F,Sa,Su",-,45025,45031
Jammu,Delhi,G8 197,15:20,18:10,02:50,Via SXR,"M,Tu,W,Th",G8 197,45024,45031
Jammu,Delhi,G8 197,15:20,18:10,02:50,Via SXR,"M,Tu,Th,F,Sa",G8 197,45032,45035
Jammu,Delhi,G8 197,15:20,18:10,02:50,Via SXR,Daily,G8 197,45033,45036
Jammu,Delhi,G8 197,15:20,18:10,02:50,Via SXR,"M,Tu,W,Th",G8 197,45037,45045
Jammu,Delhi,G8 197,15:20,17:10,01:50,Non Stop,"F,Sa,Su",-,45037,45045
Jammu,Delhi,G8 197,15:20,18:10,02:50,Via SXR,"M,Tu,Th,F,Sa",G8 197,45046,45048
Jammu,Delhi,G8 196,14:50,16:15,01:25,Non Stop,"M,Tu,Th,F,Sa,Su",-,45024,45227
Jammu,Delhi,G8 204,09:55,11:30,01:35,Non Stop,Daily,-,45024,45227
Jammu,Guwahati,G8 204,09:55,14:55,05:00,Via DEL,Daily,G8 151,45024,45046
Jammu,Hyderabad,G8 197,15:20,23:10,07:50,Via DEL,"F,Sa,Su",G8 422,45025,45031
Jammu,Hyderabad,G8 197,15:20,23:10,07:50,Via DEL,"F,Sa,Su",G8 422,45037,45045
Jammu,Hyderabad,G8 196,14:50,23:10,08:20,Via DEL,"M,Tu,Th,F,Sa,Su",G8 422,45024,45227
Jammu,Hyderabad,G8 204,09:55,23:10,13:15,Via DEL,Daily,G8 422,45024,45227
Jammu,Leh,G8 197,15:20,06:15,14:55,Via DEL,"F,Sa,Su",G8 205,45025,45031
Jammu,Leh,G8 197,15:20,06:15,14:55,Via DEL,"F,Sa,Su",G8 205,45037,45045
Jammu,Mumbai,G8 197,15:20,20:55,05:35,Via DEL,"F,Sa,Su",G8 323,45025,45031
Jammu,Mumbai,G8 197,15:20,01:00,09:40,Via DEL,"F,Sa,Su",G8 354,45025,45031
Jammu,Mumbai,G8 197,15:20,04:50,13:30,Via DEL,"F,Sa,Su",G8 2501,45025,45031
Jammu,Mumbai,G8 287,13:50,18:10,04:20,Via SXR,Daily,G8 287,45024,45031
Jammu,Mumbai,G8 196,14:50,01:00,10:10,Via DEL,"M,Tu,Th,F,Sa,Su",G8 354,45024,45040
Jammu,Mumbai,G8 197,15:20,01:00,09:40,Via DEL,"F,Sa,Su",G8 354,45037,45040
Jammu,Mumbai,G8 204,09:55,01:00,15:05,Via DEL,Daily,G8 354,45024,45040
Jammu,Mumbai,G8 197,15:20,04:50,13:30,Via DEL,"F,Sa,Su",G8 2501,45037,45045
Jammu,Mumbai,G8 197,15:20,20:55,05:35,Via DEL,"F,Sa,Su",G8 323,45037,45045
Jammu,Mumbai,G8 287,13:50,18:10,04:20,Via SXR,Daily,G8 287,45033,45045
Jammu,Mumbai,G8 204,09:55,16:15,06:20,Via DEL,Daily,G8 336,45024,45047
Jammu,Mumbai,G8 196,14:50,04:50,14:00,Via DEL,"M,Tu,Th,F,Sa,Su",G8 2501,45024,45226
Jammu,Mumbai,G8 196,14:50,20:55,06:05,Via DEL,"M,Tu,Th,F,Sa,Su",G8 323,45024,45227
Jammu,Mumbai,G8 196,14:50,01:00,10:10,Via DEL,"M,Tu,Th,F,Sa,Su",G8 354,45046,45227
Jammu,Mumbai,G8 204,09:55,01:00,15:05,Via DEL,Daily,G8 354,45046,45227
Jammu,Mumbai,G8 204,09:55,20:55,11:00,Via DEL,Daily,G8 323,45024,45227
Jammu,Nagpur,G8 196,14:50,19:30,04:40,Via DEL,"M,Tu,Th,F,Sa,Su",G8 2519,45024,45227
Jammu,Nagpur,G8 204,09:55,19:30,09:35,Via DEL,Daily,G8 2519,45024,45227
Jammu,Pune,G8 197,15:20,20:35,05:15,Via DEL,"F,Sa,Su",G8 171,45025,45031
Jammu,Pune,G8 197,15:20,22:05,06:45,Via DEL,"F,Sa,Su",G8 275,45025,45031
Jammu,Pune,G8 196,14:50,20:35,05:45,Via DEL,"M,Tu,Th,F,Sa,Su",G8 171,45024,45034
Jammu,Pune,G8 204,09:55,20:35,10:40,Via DEL,Daily,G8 171,45024,45034
Jammu,Pune,G8 204,09:55,20:35,10:40,Via DEL,W,G8 171,45035,45035
Jammu,Pune,G8 197,15:20,22:05,06:45,Via DEL,"F,Sa,Su",G8 275,45037,45045
Jammu,Pune,G8 197,15:20,20:35,05:15,Via DEL,"F,Sa,Su",G8 171,45037,45045
Jammu,Pune,G8 196,14:50,20:35,05:45,Via DEL,"M,Tu,Th,F,Sa,Su",G8 171,45036,45046
Jammu,Pune,G8 204,09:55,20:35,10:40,Via DEL,Daily,G8 171,45033,45046
Jammu,Pune,G8 196,14:50,22:05,07:15,Via DEL,"M,Tu,Th,F,Sa,Su",G8 275,45024,45227
Jammu,Pune,G8 204,09:55,22:05,12:10,Via DEL,Daily,G8 275,45024,45227
Jammu,Pune,G8 204,09:55,19:05,09:10,Via DEL,Daily,G8 2513,45024,45227
Jammu,Ranchi,G8 196,14:50,19:25,04:35,Via DEL,"F,Sa,Su",G8 167,45024,45025
Jammu,Ranchi,G8 204,09:55,19:25,09:30,Via DEL,"W,F,Sa,Su",G8 167,45024,45025
Jammu,Ranchi,G8 196,14:50,20:30,05:40,Via DEL,"M,Tu,Th,F,Sa,Su",G8 167,45026,45029
Jammu,Ranchi,G8 197,15:20,20:30,05:10,Via DEL,"F,Sa,Su",G8 167,45026,45029
Jammu,Ranchi,G8 204,09:55,20:30,10:35,Via DEL,Daily,G8 167,45026,45029
Jammu,Ranchi,G8 196,14:50,20:30,05:40,Via DEL,"M,Tu,Th",G8 167,45031,45036
Jammu,Ranchi,G8 204,09:55,20:30,10:35,Via DEL,"M,Tu,Th",G8 167,45031,45036
Jammu,Ranchi,G8 196,14:50,19:25,04:35,Via DEL,"F,Sa,Su",G8 167,45030,45039
Jammu,Ranchi,G8 204,09:55,19:25,09:30,Via DEL,"W,F,Sa,Su",G8 167,45030,45039
Jammu,Ranchi,G8 196,14:50,20:30,05:40,Via DEL,"M,Tu,Th,F,Sa,Su",G8 167,45040,45043
Jammu,Ranchi,G8 197,15:20,20:30,05:10,Via DEL,"F,Sa,Su",G8 167,45040,45043
Jammu,Ranchi,G8 204,09:55,20:30,10:35,Via DEL,Daily,G8 167,45040,45043
Jammu,Ranchi,G8 196,14:50,19:25,04:35,Via DEL,"F,Sa,Su",G8 167,45044,45046
Jammu,Ranchi,G8 204,09:55,19:25,09:30,Via DEL,"F,Sa,Su",G8 167,45044,45046
Jammu,Ranchi,G8 204,09:55,14:55,05:00,Via DEL,Daily,G8 237,45024,45227
Jammu,Srinagar,G8 197,15:20,16:05,00:45,Non Stop,"M,Tu,W,Th",-,45024,45031
Jammu,Srinagar,G8 287,13:50,14:25,00:35,Non Stop,Daily,-,45024,45031
Jammu,Srinagar,G8 197,15:20,16:05,00:45,Non Stop,"M,Tu,Th,F,Sa",-,45032,45035
Jammu,Srinagar,G8 197,15:20,16:05,00:45,Non Stop,Daily,-,45033,45036
Jammu,Srinagar,G8 197,15:20,16:05,00:45,Non Stop,"M,Tu,W,Th",-,45037,45045
Jammu,Srinagar,G8 287,13:50,14:25,00:35,Non Stop,Daily,-,45033,45045
Jammu,Srinagar,G8 197,15:20,16:05,00:45,Non Stop,"M,Tu,Th,F,Sa",-,45046,45048
