Origin,Destination,Flight Number,Departure Time,Arrival Time,Flight Time,Routing,Days Of Operations,Connection Flight No,Effective From,EffectiveTo
Bengaluru,Goa,G8 285,15:45,16:55,01:10,Non Stop,Daily,-,45024,45227
Bengaluru,Goa-New Goa,G8 2122,08:15,09:25,01:10,Non Stop,Daily,-,45024,45051
Bengaluru,Guwahati,G8 116,04:55,14:55,10:00,Via DEL,Daily,G8 151,45024,45046
Bengaluru,Jaipur,G8 3121,06:25,09:05,02:40,Non Stop,Daily,-,45026,45030
Bengaluru,Jaipur,G8 3121,06:25,09:05,02:40,Non Stop,"M,Tu,W,Th,Sa,Su",-,45031,45036
Bengaluru,Jaipur,G8 3121,06:25,09:05,02:40,Non Stop,Daily,-,45033,45046
Bengaluru,Jaipur,G8 395,08:20,22:30,14:10,Via BOM,Daily,G8 2607,45024,45227
Bengaluru,Jammu,G8 399,22:10,13:20,15:10,Via BOM,Daily,G8 287,45024,45027
Bengaluru,Jammu,G8 399,22:50,13:20,14:30,Via BOM,Daily,G8 287,45026,45028
Bengaluru,Jammu,G8 399,22:10,13:20,15:10,Via BOM,Daily,G8 287,45026,45030
Bengaluru,Jammu,G8 399,22:10,13:20,15:10,Via BOM,Daily,G8 287,45026,45039
Bengaluru,Jammu,G8 399,21:10,13:20,16:10,Via BOM,"M,Th",G8 287,45040,45040
Bengaluru,Jammu,G8 399,21:10,13:20,16:10,Via BOM,Th,G8 287,45041,45043
Bengaluru,Jammu,G8 399,22:10,13:20,15:10,Via BOM,"M,Tu,W,F,Sa,Su",G8 287,45041,45044
Bengaluru,Jammu,G8 399,22:10,13:20,15:10,Via BOM,"M,Tu,W,F,Su",G8 287,45046,45049
Bengaluru,Jammu,G8 116,04:55,14:10,09:15,Via DEL,"M,Tu,Th,F,Sa,Su",G8 697,45024,45224
Bengaluru,Jeddah,G8 395,08:20,21:45,15:55,Via BOM,"M,Tu,W,Th",G8 77,45041,45043
Bengaluru,Jeddah,G8 395,08:20,21:45,15:55,Via BOM,"F,Sa",G8 77,45044,45045
Bengaluru,Kannur,G8 395,08:20,17:45,09:25,Via BOM,Daily,G8 335,45024,45025
Bengaluru,Kannur,G8 395,08:20,17:15,08:55,Via BOM,"M,Tu,W,Th,F,Sa",G8 335,45026,45030
Bengaluru,Kannur,G8 395,08:20,17:45,09:25,Via BOM,"F,Su",G8 335,45032,45032
Bengaluru,Kannur,G8 395,08:20,17:15,08:55,Via BOM,"M,Tu,W,Th,Sa",G8 335,45031,45036
Bengaluru,Kannur,G8 395,08:20,17:15,08:55,Via BOM,"M,Tu,W,Th,F,Sa",G8 335,45037,45045
Bengaluru,Kannur,G8 395,08:20,17:45,09:25,Via BOM,Su,G8 335,45039,45046
Bengaluru,Kochi,G8 542,17:15,18:15,01:00,Non Stop,"M,Tu,Th,F,Sa,Su",-,45024,45027
Bengaluru,Kochi,G8 542,17:50,18:50,01:00,Non Stop,W,-,45028,45028
Bengaluru,Kochi,G8 542,17:50,18:50,01:00,Non Stop,W,-,45035,45035
Bengaluru,Kochi,G8 542,17:50,18:50,01:00,Non Stop,W,-,45042,45042
Bengaluru,Kochi,G8 542,16:40,17:40,01:00,Non Stop,"M,Tu,Th,F,Sa,Su",-,45028,45227
Bengaluru,Kolkata,G8 118,21:35,08:00,10:25,Via DEL,"M,Tu,Th,F,Sa,Su",G8 101,45024,45046
Bengaluru,Kolkata,G8 118,21:35,08:00,10:25,Via DEL,W,G8 101,45028,45055
Bengaluru,Kuwait,G8 395,08:20,22:45,16:55,Via BOM,"M,Th",G8 79,45024,45025
Bengaluru,Kuwait,G8 395,08:20,22:45,16:55,Via BOM,"M,Th",G8 79,45027,45225
Bengaluru,Leh,G8 399,22:10,06:20,08:10,Via BOM,Daily,G8 386,45024,45027
Bengaluru,Leh,G8 399,22:50,06:20,07:30,Via BOM,Daily,G8 386,45026,45028
Bengaluru,Leh,G8 399,22:10,06:20,08:10,Via BOM,Daily,G8 386,45026,45039
Bengaluru,Leh,G8 399,21:10,06:20,09:10,Via BOM,"M,Th",G8 386,45040,45040
Bengaluru,Leh,G8 399,21:10,06:20,09:10,Via BOM,Th,G8 386,45041,45043
Bengaluru,Leh,G8 399,22:10,06:20,08:10,Via BOM,"M,Tu,W,F,Sa,Su",G8 386,45041,45046
Bengaluru,Leh,G8 118,21:35,06:15,08:40,Via DEL,Daily,G8 205,45024,45050
Bengaluru,Leh,G8 118,21:35,10:00,12:25,Via DEL,Su,G8 6001,45024,45221
Bengaluru,Leh,G8 118,21:35,07:40,10:05,Via DEL,"M,Th,Sa",G8 6001,45024,45225
Bengaluru,Leh,G8 118,21:35,07:50,10:15,Via DEL,Daily,G8 203,45024,45226
Bengaluru,Leh,G8 118,21:35,10:50,13:15,Via DEL,"M,Tu,W,Th,Sa,Su",G8 221,45024,45226
Bengaluru,Leh,G8 118,21:35,11:45,14:10,Via DEL,F,G8 221,45024,45226
Bengaluru,Leh,G8 118,21:35,09:50,12:15,Via DEL,Daily,G8 225,45024,45226
Bengaluru,Leh,G8 118,21:35,07:00,09:25,Via DEL,Daily,G8 357,45024,45226
Bengaluru,Leh,G8 118,21:35,07:55,10:20,Via DEL,"Tu,F",G8 6001,45024,45226
Bengaluru,Leh,G8 116,04:55,10:50,05:55,Via DEL,"M,Tu,W,Th,F,Su",G8 221,45024,45227
Bengaluru,Leh,G8 116,04:55,11:45,06:50,Via DEL,Sa,G8 221,45024,45227
Bengaluru,Lucknow,G8 399,22:10,12:45,14:35,Via BOM,Daily,G8 306,45024,45027
Bengaluru,Lucknow,G8 399,22:50,12:45,13:55,Via BOM,Daily,G8 306,45026,45028
Bengaluru,Lucknow,G8 399,22:10,12:45,14:35,Via BOM,Daily,G8 306,45026,45039
Bengaluru,Lucknow,G8 399,21:10,12:45,15:35,Via BOM,"M,Th",G8 306,45040,45040
Bengaluru,Lucknow,G8 399,21:10,12:45,15:35,Via BOM,Th,G8 306,45041,45043
Bengaluru,Lucknow,G8 395,08:20,18:30,10:10,Via BOM,Daily,G8 397,45024,45046
Bengaluru,Lucknow,G8 399,22:10,12:45,14:35,Via BOM,"M,Tu,W,F,Sa,Su",G8 306,45041,45046
Bengaluru,Lucknow,G8 808,14:45,17:15,02:30,Non Stop,Daily,-,45024,45227
Bengaluru,Mumbai,G8 399,22:10,23:55,01:45,Non Stop,Daily,-,45024,45027
Bengaluru,Mumbai,G8 542,17:15,21:45,04:30,Via COK,"M,Tu,Th,F,Sa,Su",G8 345,45024,45027
Bengaluru,Mumbai,G8 399,22:50,00:35,01:45,Non Stop,Daily,-,45026,45028
Bengaluru,Mumbai,G8 399,22:10,23:55,01:45,Non Stop,Daily,-,45026,45039
Bengaluru,Mumbai,G8 399,21:10,22:50,01:40,Non Stop,"M,Th",-,45040,45040
Bengaluru,Mumbai,G8 399,21:10,22:50,01:40,Non Stop,Th,-,45041,45043
Bengaluru,Mumbai,G8 808,14:45,21:20,06:35,Via LKO,Daily,G8 396,45024,45046
Bengaluru,Mumbai,G8 399,22:10,23:55,01:45,Non Stop,"M,Tu,W,F,Sa,Su",-,45041,45049
Bengaluru,Mumbai,G8 395,08:20,10:00,01:40,Non Stop,Daily,-,45024,45227
Bengaluru,Mumbai,G8 542,16:40,21:45,05:05,Via COK,"M,Tu,Th,F,Sa,Su",G8 345,45028,45227
Bengaluru,Nagpur,G8 399,22:10,07:45,09:35,Via BOM,"Tu,W,F,Sa,Su",G8 2601,45024,45027
Bengaluru,Nagpur,G8 399,22:10,08:15,10:05,Via BOM,"M,Th",G8 2601,45024,45027
Bengaluru,Nagpur,G8 399,22:50,08:15,09:25,Via BOM,"M,Th",G8 2601,45028,45028
Bengaluru,Nagpur,G8 399,22:50,07:45,08:55,Via BOM,"Tu,W,F,Sa,Su",G8 2601,45028,45028
Bengaluru,Nagpur,G8 399,22:10,08:15,10:05,Via BOM,"M,Th",G8 2601,45029,45039
Bengaluru,Nagpur,G8 399,22:10,07:45,09:35,Via BOM,"Tu,W,F,Sa,Su",G8 2601,45029,45039
Bengaluru,Nagpur,G8 399,21:10,08:15,11:05,Via BOM,"M,Th",G8 2601,45040,45040
Bengaluru,Nagpur,G8 399,21:10,08:15,11:05,Via BOM,Th,G8 2601,45041,45043
Bengaluru,Nagpur,G8 399,22:10,07:45,09:35,Via BOM,"Tu,W,F,Sa,Su",G8 2601,45041,45049
Bengaluru,Nagpur,G8 399,22:10,08:15,10:05,Via BOM,M,G8 2601,45041,45049
Bengaluru,Nagpur,G8 241,18:50,08:35,13:45,Via PNQ,Daily,G8 283,45024,45226
Bengaluru,Nagpur,G8 116,04:55,19:30,14:35,Via DEL,Daily,G8 2519,45024,45227
Bengaluru,Nagpur,G8 241,18:50,00:20,05:30,Via PNQ,Daily,G8 281,45024,45227
Bengaluru,Nagpur,G8 395,08:20,20:15,11:55,Via BOM,Daily,G8 344,45024,45227
Bengaluru,Patna,G8 399,22:10,12:55,14:45,Via BOM,Daily,G8 351,45024,45027
Bengaluru,Patna,G8 399,22:50,12:55,14:05,Via BOM,Daily,G8 351,45026,45028
Bengaluru,Patna,G8 399,22:10,12:55,14:45,Via BOM,Daily,G8 351,45026,45039
Bengaluru,Patna,G8 399,21:10,12:55,15:45,Via BOM,"M,Th",G8 351,45040,45040
Bengaluru,Patna,G8 399,21:10,12:55,15:45,Via BOM,Th,G8 351,45041,45043
Bengaluru,Patna,G8 399,22:10,12:55,14:45,Via BOM,"M,Tu,W,F,Sa,Su",G8 351,45041,45046
Bengaluru,Patna,G8 873,05:00,07:35,02:35,Non Stop,Daily,-,45024,45046
Bengaluru,Patna,G8 118,21:35,10:40,13:05,Via DEL,Daily,G8 2511,45024,45226
Bengaluru,Patna,G8 116,04:55,10:40,05:45,Via DEL,Daily,G8 2511,45024,45227
Bengaluru,Phuket,G8 399,22:10,11:15,11:35,Via BOM,"M,W,F,Sa",G8 21,45025,45027
Bengaluru,Phuket,G8 399,22:50,11:15,10:55,Via BOM,"M,W,F,Sa",G8 21,45028,45028
Bengaluru,Phuket,G8 118,21:35,13:45,14:40,Via DEL,"Tu,Th,Sa,Su",G8 73,45024,45029
Bengaluru,Phuket,G8 399,22:10,11:15,11:35,Via BOM,"M,W,F,Sa",G8 21,45029,45029
Bengaluru,Phuket,G8 399,22:10,11:15,11:35,Via BOM,Daily,G8 21,45030,45031
Bengaluru,Phuket,G8 118,21:35,13:45,14:40,Via DEL,"Th,Sa,Su",G8 73,45031,45039
Bengaluru,Phuket,G8 399,22:10,11:15,11:35,Via BOM,"M,W,F,Sa",G8 21,45032,45039
Bengaluru,Phuket,G8 399,21:10,11:15,12:35,Via BOM,M,G8 21,45040,45040
Bengaluru,Phuket,G8 399,22:10,11:15,11:35,Via BOM,"M,W,F,Sa",G8 21,45041,45043
Bengaluru,Phuket,G8 118,21:35,13:45,14:40,Via DEL,"Tu,Th,Sa",G8 73,45041,45045
Bengaluru,Phuket,G8 399,22:10,11:15,11:35,Via BOM,"M,Tu,W,F,Sa,Su",G8 21,45044,45045
Bengaluru,Phuket,G8 41,07:45,13:30,04:15,Non Stop,Daily,-,45024,45046
Bengaluru,Phuket,G8 399,22:10,11:15,11:35,Via BOM,"M,W,F,Sa",G8 21,45046,45049
Bengaluru,Phuket,G8 118,21:35,13:45,14:40,Via DEL,"Tu,Th,Su",G8 73,45046,45050
Bengaluru,Port Blair,G8 802,11:15,13:40,02:25,Non Stop,"M,Tu,W,Th,F,Su",-,45025,45030
Bengaluru,Port Blair,G8 802,11:15,13:40,02:25,Non Stop,"M,Tu,W,Th,Sa,Su",-,45031,45033
Bengaluru,Port Blair,G8 802,11:15,13:40,02:25,Non Stop,Daily,-,45033,45046
Bengaluru,Pune,G8 241,18:50,20:00,01:10,Non Stop,Daily,-,45024,45227
Bengaluru,Ranchi,G8 116,04:55,19:25,14:30,Via DEL,"W,F,Sa,Su",G8 167,45024,45025
Bengaluru,Ranchi,G8 395,08:20,18:25,10:05,Via BOM,Daily,G8 387,45024,45027
Bengaluru,Ranchi,G8 395,08:20,16:50,08:30,Via BOM,Daily,G8 387,45026,45028
Bengaluru,Ranchi,G8 116,04:55,20:30,15:35,Via DEL,Daily,G8 167,45026,45029
Bengaluru,Ranchi,G8 395,08:20,18:25,10:05,Via BOM,Daily,G8 387,45026,45034
Bengaluru,Ranchi,G8 395,08:20,16:50,08:30,Via BOM,Daily,G8 387,45033,45035
Bengaluru,Ranchi,G8 116,04:55,20:30,15:35,Via DEL,"M,Tu,Th",G8 167,45031,45036
Bengaluru,Ranchi,G8 116,04:55,19:25,14:30,Via DEL,"W,F,Sa,Su",G8 167,45030,45039
Bengaluru,Ranchi,G8 395,08:20,18:25,10:05,Via BOM,Daily,G8 387,45033,45041
Bengaluru,Ranchi,G8 395,08:20,16:50,08:30,Via BOM,Daily,G8 387,45040,45042
Bengaluru,Ranchi,G8 116,04:55,20:30,15:35,Via DEL,Daily,G8 167,45040,45043
Bengaluru,Ranchi,G8 116,04:55,19:25,14:30,Via DEL,"F,Sa,Su",G8 167,45044,45046
Bengaluru,Ranchi,G8 395,08:20,18:25,10:05,Via BOM,Daily,G8 387,45040,45047
Bengaluru,Ranchi,G8 116,04:55,14:55,10:00,Via DEL,Daily,G8 237,45024,45227
Bengaluru,Ranchi,G8 374,09:10,11:25,02:15,Non Stop,Daily,-,45024,45227
Bengaluru,Srinagar,G8 118,21:35,13:25,15:50,Via DEL,Daily,G8 213,45024,45030
Bengaluru,Srinagar,G8 116,04:55,15:15,10:20,Via DEL,"F,Sa,Su",G8 199,45024,45031
Bengaluru,Srinagar,G8 116,04:55,15:15,10:20,Via DEL,"M,Tu,W,Th",G8 199,45024,45031
Bengaluru,Srinagar,G8 116,04:55,13:25,08:30,Via DEL,Daily,G8 213,45024,45031
Bengaluru,Srinagar,G8 399,22:10,14:20,16:10,Via BOM,Sa,G8 287,45031,45031
Bengaluru,Srinagar,G8 395,08:20,14:20,06:00,Via BOM,Su,G8 287,45032,45032
Bengaluru,Srinagar,G8 118,21:35,13:25,15:50,Via DEL,"M,W,Th,F,Su",G8 213,45032,45033
Bengaluru,Srinagar,G8 116,04:55,13:25,08:30,Via DEL,"M,Tu,Th,F,Sa",G8 213,45033,45034
Bengaluru,Srinagar,G8 118,21:35,13:25,15:50,Via DEL,"Tu,Sa",G8 213,45031,45034
Bengaluru,Srinagar,G8 116,04:55,13:25,08:30,Via DEL,"W,Su",G8 213,45032,45035
Bengaluru,Srinagar,G8 118,21:35,13:25,15:50,Via DEL,Daily,G8 213,45033,45044
Bengaluru,Srinagar,G8 116,04:55,13:25,08:30,Via DEL,Daily,G8 213,45033,45045
Bengaluru,Srinagar,G8 116,04:55,15:15,10:20,Via DEL,Daily,G8 199,45033,45045
Bengaluru,Srinagar,G8 399,22:10,14:20,16:10,Via BOM,Sa,G8 287,45045,45045
Bengaluru,Srinagar,G8 116,04:55,17:15,12:20,Via DEL,"M,Tu,W,Th",G8 187,45024,45046
Bengaluru,Srinagar,G8 116,04:55,10:55,06:00,Via DEL,Daily,G8 191,45024,45046
Bengaluru,Srinagar,G8 395,08:20,14:20,06:00,Via BOM,Su,G8 287,45046,45046
Bengaluru,Srinagar,G8 118,21:35,12:00,14:25,Via DEL,"W,Sa",G8 6201,45024,45049
Bengaluru,Srinagar,G8 118,21:35,12:25,14:50,Via DEL,"M,Th",G8 6201,45024,45049
Bengaluru,Srinagar,G8 399,22:10,13:30,15:20,Via BOM,Sa,G8 287,45046,45049
Bengaluru,Srinagar,G8 116,04:55,12:25,07:30,Via DEL,"Tu,F",G8 6201,45024,45050
Bengaluru,Srinagar,G8 116,04:55,12:00,07:05,Via DEL,"Th,Su",G8 6201,45024,45050
Bengaluru,Srinagar,G8 118,21:35,13:25,15:50,Via DEL,Daily,G8 213,45045,45052
Bengaluru,Srinagar,G8 116,04:55,13:25,08:30,Via DEL,Daily,G8 213,45046,45053
Bengaluru,Srinagar,G8 118,21:35,06:45,09:10,Via DEL,Daily,G8 190,45024,45226
Bengaluru,Srinagar,G8 118,21:35,10:55,13:20,Via DEL,Daily,G8 191,45024,45226
Bengaluru,Varanasi,G8 407,16:05,18:35,02:30,Non Stop,Daily,-,45024,45027
Bengaluru,Varanasi,G8 407,17:15,19:45,02:30,Non Stop,Daily,-,45026,45028
Bengaluru,Varanasi,G8 407,15:35,18:05,02:30,Non Stop,Daily,-,45026,45039
Bengaluru,Varanasi,G8 407,15:20,17:40,02:20,Non Stop,Daily,-,45040,45040
Bengaluru,Varanasi,G8 407,15:20,17:40,02:20,Non Stop,Th,-,45043,45043
Bengaluru,Varanasi,G8 395,08:20,14:55,06:35,Via BOM,Daily,G8 349,45024,45047
Bengaluru,Varanasi,G8 407,15:35,18:05,02:30,Non Stop,"M,Tu,W,F,Sa,Su",-,45041,45049
Chandigarh,Abu Dhabi,G8 465,11:35,22:30,12:25,Via BOM,"Tu,W,F,Sa,Su",G8 5,45028,45028
Chandigarh,Abu Dhabi,G8 465,11:35,00:05,14:00,Via BOM,"M,Th",G8 5,45028,45028
Chandigarh,Abu Dhabi,G8 382,11:50,00:05,13:45,Via BOM,"M,Th",G8 5,45026,45029
Chandigarh,Abu Dhabi,G8 465,11:35,00:05,14:00,Via BOM,"M,Th",G8 5,45035,45035
Chandigarh,Abu Dhabi,G8 465,11:35,22:30,12:25,Via BOM,"Tu,W,F,Sa,Su",G8 5,45035,45035
Chandigarh,Abu Dhabi,G8 465,11:35,22:30,12:25,Via BOM,"Tu,W,F,Sa,Su",G8 5,45042,45042
Chandigarh,Abu Dhabi,G8 465,11:35,00:05,14:00,Via BOM,"M,Th",G8 5,45042,45042
Chandigarh,Abu Dhabi,G8 382,11:50,00:05,13:45,Via BOM,"M,Th",G8 5,45032,45043
Chandigarh,Abu Dhabi,G8 382,11:50,22:30,12:10,Via BOM,"Tu,W,F,Sa",G8 5,45024,45046
Chandigarh,Ahmedabad,G8 465,11:35,20:40,09:05,Via BOM,Daily,G8 364,45026,45028
Chandigarh,Ahmedabad,G8 465,11:35,20:40,09:05,Via BOM,Daily,G8 364,45033,45035
Chandigarh,Ahmedabad,G8 2507,21:35,08:25,10:50,Via BOM,Daily,G8 365,45024,45040
Chandigarh,Ahmedabad,G8 465,11:35,20:40,09:05,Via BOM,Daily,G8 364,45040,45042
Chandigarh,Ahmedabad,G8 2507,22:05,08:25,10:20,Via BOM,"Tu,W,Th,F,Sa",G8 365,45041,45045
Chandigarh,Ahmedabad,G8 2507,22:05,13:20,15:15,Via BOM,"W,Th,F,Sa",G8 2504,45041,45045
Chandigarh,Ahmedabad,G8 382,11:50,20:40,08:50,Via BOM,"M,Tu,W,Th,F,Sa",G8 364,45024,45047
Chandigarh,Ahmedabad,G8 1913,17:30,19:15,01:45,Non Stop,W,-,45024,45217
Chandigarh,Ahmedabad,G8 913,11:35,13:15,01:40,Non Stop,"M,Tu,Th,F,Sa",-,45024,45217
Chandigarh,Ahmedabad,G8 913,07:55,09:50,01:55,Non Stop,Su,-,45024,45221
Chandigarh,Ahmedabad,G8 2507,21:35,08:25,10:50,Via BOM,Daily,G8 365,45040,45226
Chandigarh,Bangkok,G8 2507,21:35,11:05,12:00,Via BOM,"Tu,Th,Su",G8 25,45024,45040
Chandigarh,Bangkok,G8 2507,22:05,11:05,11:30,Via BOM,"Tu,Th",G8 25,45041,45045
Chandigarh,Bangkok,G8 2507,21:35,11:05,12:00,Via BOM,Daily,G8 25,45040,45046
Chandigarh,Bengaluru,G8 465,11:35,00:30,12:55,Via BOM,Daily,G8 325,45026,45028
Chandigarh,Bengaluru,G8 465,11:35,00:30,12:55,Via BOM,Daily,G8 325,45033,45035
Chandigarh,Bengaluru,G8 382,11:50,00:30,12:40,Via BOM,"M,Tu,W,Th,F,Sa",G8 325,45024,45039
Chandigarh,Bengaluru,G8 2507,21:35,07:45,10:10,Via BOM,Daily,G8 317,45024,45040
Chandigarh,Bengaluru,G8 465,11:35,00:30,12:55,Via BOM,"Tu,W,F,Sa,Su",G8 325,45042,45042
Chandigarh,Bengaluru,G8 465,11:35,01:10,13:35,Via BOM,"M,Th",G8 325,45042,45042
Chandigarh,Bengaluru,G8 382,11:50,01:10,13:20,Via BOM,"M,Th",G8 325,45040,45043
Chandigarh,Bengaluru,G8 382,11:50,00:30,12:40,Via BOM,"Tu,W,F,Sa",G8 325,45040,45043
Chandigarh,Bengaluru,G8 2507,22:05,07:45,09:40,Via BOM,"Tu,W,Th,F,Sa",G8 317,45041,45045
Chandigarh,Bengaluru,G8 382,11:50,00:30,12:40,Via BOM,"M,Tu,W,Th,F,Sa",G8 325,45044,45047
Chandigarh,Bengaluru,G8 913,11:35,22:20,10:45,Via AMD,"M,Tu,Th,F,Sa",G8 804,45029,45217
Chandigarh,Bengaluru,G8 913,07:55,22:20,14:25,Via AMD,Su,G8 804,45029,45221
Chandigarh,Bengaluru,G8 2507,21:35,07:45,10:10,Via BOM,Daily,G8 317,45040,45226
Chandigarh,Chennai,G8 2507,21:35,07:40,10:05,Via BOM,"M,Tu,W,Th,F,Su",G8 305,45025,45030
Chandigarh,Chennai,G8 382,11:50,02:30,14:40,Via BOM,Sa,G8 4305,45031,45031
Chandigarh,Chennai,G8 2507,21:35,07:40,10:05,Via BOM,Su,G8 305,45032,45032
Chandigarh,Chennai,G8 2507,21:35,07:40,10:05,Via BOM,Daily,G8 305,45033,45037
Chandigarh,Chennai,G8 2507,21:35,07:40,10:05,Via BOM,Sa,G8 305,45038,45038
Chandigarh,Chennai,G8 2507,21:35,07:40,10:05,Via BOM,"M,Tu,W,Th,F,Su",G8 305,45038,45040
Chandigarh,Chennai,G8 2507,22:05,07:40,09:35,Via BOM,"Tu,W,Th,F",G8 305,45041,45045
Chandigarh,Chennai,G8 382,11:50,02:30,14:40,Via BOM,Sa,G8 4305,45045,45045
Chandigarh,Chennai,G8 2507,21:35,07:40,10:05,Via BOM,Su,G8 305,45046,45046
Chandigarh,Chennai,G8 382,11:50,00:55,13:05,Via BOM,Sa,G8 4305,45046,45047
Chandigarh,Delhi,G8 149,17:55,21:05,03:10,Via SXR,"M,Tu,W,Th",G8 149,45024,45046
Chandigarh,Goa,G8 465,11:35,17:55,06:20,Via BOM,Daily,G8 371,45026,45028
Chandigarh,Goa,G8 465,11:35,16:40,05:05,Via BOM,Daily,G8 382,45028,45028
Chandigarh,Goa,G8 465,11:35,23:30,11:55,Via BOM,Daily,G8 384,45026,45028
Chandigarh,Goa,G8 465,11:35,23:30,11:55,Via BOM,Daily,G8 384,45033,45035
Chandigarh,Goa,G8 465,11:35,16:40,05:05,Via BOM,Daily,G8 382,45035,45035
Chandigarh,Goa,G8 465,11:35,17:55,06:20,Via BOM,Daily,G8 371,45033,45035
Chandigarh,Goa,G8 2507,21:35,12:45,15:10,Via BOM,Daily,G8 331,45024,45040
Chandigarh,Goa,G8 2507,21:35,06:10,08:35,Via BOM,Daily,G8 575,45024,45040
Chandigarh,Goa,G8 465,11:35,17:55,06:20,Via BOM,Daily,G8 371,45040,45042
Chandigarh,Goa,G8 465,11:35,16:40,05:05,Via BOM,Daily,G8 382,45042,45042
Chandigarh,Goa,G8 465,11:35,23:30,11:55,Via BOM,Daily,G8 384,45040,45042
Chandigarh,Goa,G8 2507,22:05,12:45,14:40,Via BOM,"Tu,W,Th,F,Sa",G8 331,45041,45045
Chandigarh,Goa,G8 2507,22:05,06:10,08:05,Via BOM,"Tu,W,Th,F,Sa",G8 575,45041,45045
Chandigarh,Goa,G8 2507,21:35,12:45,15:10,Via BOM,Daily,G8 331,45040,45046
Chandigarh,Goa,G8 382,11:50,17:55,06:05,Via BOM,"M,Tu,W,Th,F,Sa",G8 371,45024,45047
Chandigarh,Goa,G8 382,11:50,23:30,11:40,Via BOM,"M,Tu,W,Th,F,Sa",G8 384,45024,45047
Chandigarh,Goa,G8 382,11:50,16:40,04:50,Via BOM,"M,Tu,W,Th,F,Sa",G8 382,45024,45047
Chandigarh,Goa,G8 913,11:35,21:00,09:25,Via AMD,"M,Tu,Th,F,Sa",G8 1914,45024,45217
Chandigarh,Goa,G8 913,07:55,21:00,13:05,Via AMD,Su,G8 1914,45024,45221
Chandigarh,Goa,G8 2507,21:35,06:10,08:35,Via BOM,Daily,G8 575,45040,45226
Chandigarh,Goa-New Goa,G8 951,07:25,10:05,02:40,Non Stop,Daily,-,45024,45051
Chandigarh,Jaipur,G8 465,11:35,22:30,10:55,Via BOM,Daily,G8 2607,45026,45028
Chandigarh,Jaipur,G8 465,11:35,22:30,10:55,Via BOM,Daily,G8 2607,45033,45035
Chandigarh,Jaipur,G8 465,11:35,22:30,10:55,Via BOM,Daily,G8 2607,45040,45042
Chandigarh,Jaipur,G8 382,11:50,22:30,10:40,Via BOM,"M,Tu,W,Th,F,Sa",G8 2607,45024,45047
Chandigarh,Jammu,G8 2507,21:35,13:20,15:45,Via BOM,Daily,G8 287,45024,45030
Chandigarh,Jammu,G8 911,08:05,14:45,06:40,Via SXR,"M,Tu,W,Th,F,Sa",G8 213,45024,45031
Chandigarh,Jammu,G8 911,08:05,14:45,06:40,Via SXR,"M,Tu,Th,F,Sa",G8 213,45033,45034
Chandigarh,Jammu,G8 2507,21:35,13:20,15:45,Via BOM,Daily,G8 287,45026,45040
Chandigarh,Jammu,G8 2507,22:05,13:20,15:15,Via BOM,"Tu,W,Th,F,Sa",G8 287,45041,45044
Chandigarh,Jammu,G8 911,08:05,14:45,06:40,Via SXR,"M,Tu,W,Th,F,Sa",G8 213,45036,45045
Chandigarh,Jammu,G8 2507,21:35,13:20,15:45,Via BOM,"M,Tu,W,Th,F,Su",G8 287,45046,45052
Chandigarh,Jammu,G8 911,08:05,14:45,06:40,Via SXR,"M,Tu,Th,F,Sa",G8 213,45046,45053
Chandigarh,Kannur,G8 382,11:50,17:45,05:55,Via BOM,"M,Tu,W,Th,F,Sa",G8 335,45025,45025
Chandigarh,Kannur,G8 465,11:35,17:15,05:40,Via BOM,"M,Tu,W,Th,F,Sa",G8 335,45028,45028
Chandigarh,Kannur,G8 382,11:50,17:45,05:55,Via BOM,F,G8 335,45032,45032
Chandigarh,Kannur,G8 465,11:35,17:15,05:40,Via BOM,"M,Tu,W,Th,Sa",G8 335,45035,45035
Chandigarh,Kannur,G8 465,11:35,17:15,05:40,Via BOM,"M,Tu,W,Th,F,Sa",G8 335,45042,45042
Chandigarh,Kannur,G8 465,11:35,17:45,06:10,Via BOM,Su,G8 335,45042,45042
Chandigarh,Kochi,G8 465,11:35,19:05,07:30,Via BOM,Daily,G8 336,45026,45028
Chandigarh,Kochi,G8 465,11:35,19:05,07:30,Via BOM,Daily,G8 336,45033,45035
Chandigarh,Kochi,G8 2507,21:35,09:30,11:55,Via BOM,Daily,G8 347,45024,45040
Chandigarh,Kochi,G8 465,11:35,19:05,07:30,Via BOM,Daily,G8 336,45040,45042
Chandigarh,Kochi,G8 2507,22:05,09:30,11:25,Via BOM,"Tu,W,Th,F,Sa",G8 347,45041,45045
Chandigarh,Kochi,G8 2507,21:35,09:30,11:55,Via BOM,Daily,G8 347,45040,45046
Chandigarh,Kochi,G8 382,11:50,19:05,07:15,Via BOM,"M,Tu,W,Th,F,Sa",G8 336,45024,45047
Chandigarh,Kuwait,G8 382,11:50,22:45,13:25,Via BOM,"M,Th",G8 79,45024,45025
Chandigarh,Kuwait,G8 465,11:35,22:45,13:40,Via BOM,"M,Th",G8 79,45028,45028
Chandigarh,Kuwait,G8 465,11:35,22:45,13:40,Via BOM,"M,Th",G8 79,45035,45035
Chandigarh,Kuwait,G8 465,11:35,22:45,13:40,Via BOM,"M,Th",G8 79,45042,45042
Chandigarh,Kuwait,G8 382,11:50,22:45,13:25,Via BOM,"M,Th",G8 79,45027,45047
